Components,Pressure_kPa,Temperature_C,Speed_mms,Cells (e6/ml),Needle_um,Has_Cells,num_components,contains_alginate,contains_gelatin,contains_pcl,contains_gelatin_methacrylated,contains_hydroxyapatite,contains_hyaluronic_acid,contains_pluronic_f127,contains_plga,contains_methylcellulose,contains_beta_tricalcium_phosphate,contains_chitosan,contains_fibrinogen,contains_carbopol,contains_polypropylene_fumarate_ppf,contains_diethyl_fumarate_def,contains_diclofenac_sodium,contains_lactose,contains_polyplasdone,contains_gellan_gum,contains_laponite,contains_glycerol,contains_pegda,contains_collagen,contains_hyaluronic_acid_methacrylated,contains_hydroxypropyl_methylcellulose,alginate_conc,gelatin_conc,pcl_conc,gelatin_methacrylated_conc,hydroxyapatite_conc,hyaluronic_acid_conc,pluronic_f127_conc,plga_conc,methylcellulose_conc,beta_tricalcium_phosphate_conc,chitosan_conc,fibrinogen_conc,carbopol_conc,polypropylene_fumarate_ppf_conc,diethyl_fumarate_def_conc,diclofenac_sodium_conc,lactose_conc,polyplasdone_conc,gellan_gum_conc,laponite_conc,glycerol_conc,pegda_conc,collagen_conc,hyaluronic_acid_methacrylated_conc,hydroxypropyl_methylcellulose_conc,dominant_material_type,total_solid_content,has_synthetic_polymer,has_natural_polymer,volumetric_flow_rate,wall_shear_rate,specific_pressure,throughput_capacity,temp_stress,shear_stress_risk,resolution_capability,is_synthetic,data_origin,parent_real_id
PCL [100 wt%] ,695.0461582215538,84.31394804056296,4.946040043820252,,516.0962296053003,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.0010346867368457773,76.66849193577151,671744.849649409,1250000.0,1.0,0.0,0.001999999996,1,perturbation,279.0
Alginate [20 mg/ml] Agarose [18 mg/ml] Platelet rich plasma (PRP) [20% v/v] ,28.187649428672824,36.161764710321826,25.0,Human Umbilical Vein Endothelial Cells (4),600.0,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,58.0,1,1,0.007068583470577035,333.3333294035818,3987.7360942638293,179200000.0,0.0,0.0,0.0006249999996093,1,perturbation,114.0
Gelatin [20 wt%] Alginate [1.25 wt%] Cellulose Nanofibers [0.25 wt%] ,286.57916242158603,25.269178699392697,3.1589512105114155,Primary Rabbit Fibrochondrocytes (5),417.98481250563094,1,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,21.5,0,1,0.0004334647678178473,60.46059102330747,661134.4740422812,504300.0,0.0,0.0,0.002439024384295,1,perturbation,167.0
Gellan Gum [4 wt%] Alginate [2 wt%] ,25.15075264692011,24.8075453820377,13.27067289123288,,273.28548729590915,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,6.0,0,1,0.0007784235463465869,388.477891507128,32309.81443861349,901784.0,0.0,0.0,0.0038461538313609,1,perturbation,434.0
Alginate [4 wt%] Gelatin [4 wt%] ,54.45567431792037,24.86350324240243,9.840326670463421,Neural Stem Cells iPSC Differentiated (2),412.0049238408538,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,8.0,0,1,0.0013119105058522166,191.0720138086138,41508.64907808398,1681000.0,0.0,0.0,0.002439024384295,1,perturbation,245.0
Poly(acrylamide) [3.86 wt%] Acrylamide [9.05 wt%] MBAA [0.072 wt%] α‐ketoglutaric acid [4.95 wt%] ,195.67283477661965,25.701257652936988,7.406018838063971,,367.97602862884975,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,17.932000000000002,0,0,0.000787614584908682,161.01088947907513,248436.97677631205,1200000.0,0.0,0.0,0.00249999999375,1,perturbation,483.0
BioINK [100 wt%] ,141.54448886335638,21.085388003648074,10.154957292950604,Bone Marrow Derived Mesenchymal Stem Cells (20),400.09913612973367,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.0012767421903658917,203.0488141000174,110863.71161517006,1614928.0,0.0,0.0,0.00249999999375,1,perturbation,374.0
PCL [100 wt%] ,708.5492068727624,73.54970856826503,5.029188013926564,,480.1213623062134,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.0009105206769440175,83.79861081882548,778179.3940929171,1250000.0,1.0,0.0,0.001999999996,1,perturbation,279.0
Diclofenac Sodium [20 wt%] Lactose [10 wt%] Polyplasdone [2 wt%] Carbopol [3 wt%] ,262.8943617295211,25.123333046755135,9.710318502124712,,381.0865831665816,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,35.0,1,0,0.0011075687008840701,203.84486852618454,237361.460429693,1600000.0,0.0,0.0,0.00249999999375,1,perturbation,745.0
PCL [100 wt%] ,482.876071072376,155.88838386153947,1.2019229769214368,,390.42690895899983,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.0001438950994846758,24.62787062906891,3355727.3115926255,201720.0,1.0,0.0,0.002439024384295,1,perturbation,21.0
Polypropylene fumarate (PPF) [88 wt%] Diethyl fumarate (DEF) [10 wt%] PLGA [2 wt%] ,10.096782224540156,93.6104387096384,2.4015163116201257,,403.69996791567854,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,1,0,0.00030739220620919254,47.59011958448732,32846.47162198152,386630.0,1.0,0.0,0.002439024384295,1,perturbation,713.0
Polypropylene fumarate (PPF) [75 wt%] Diethyl fumarate (DEF) [13 wt%] Hydroxyapatite [10 wt%] ,39.95523564670531,58.41182548100651,5.472516280119596,,600.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.0,0,0,0.0015473175248046837,72.96688287470276,25822.24345291078,4057200.0,1.0,0.0,0.0011904761890589,1,perturbation,67.0
PCL [99 wt%] Graphene Oxide [1 wt%] ,556.6752405568689,92.09817374631044,1.4169400201370728,,313.1370967801856,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.00010912151565973037,36.19986050054413,5101378.365329416,134540.0,1.0,0.0,0.003225806441207,1,perturbation,647.0
Silver Nanoparticles [46 wt%] Silver Microflakes [46 wt%] ,289.2458027120157,26.435168141360286,7.534477326210445,,384.91098229958277,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,92.0,0,0,0.0008767254563972024,156.59676831777375,329915.67734893627,1196800.0,0.0,0.0,0.00249999999375,1,perturbation,742.0
PCL [80 wt%] Hydroxyapatite [10 wt%] Beta Tricalcium Phosphate [10 wt%] ,577.2845965584348,153.34288807026044,1.3130956199123343,,397.6818497128815,0,3.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,80.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.00016310143208677328,26.414996162283135,3539399.070709808,218530.0,1.0,0.0,0.002439024384295,1,perturbation,57.0
Methylcellulose [8 wt%] ,410.757866021879,25.42095072176171,1.0344076639386133,,600.0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,8.0,0,0,0.00029247187660618747,13.792102023249573,1404430.6288783194,705600.0,0.0,0.0,0.0011904761890589,1,perturbation,526.0
PCL [100 wt%] ,399.4479208851863,160.0,1.0373320851445968,,394.86960167176295,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.000127032573296921,21.01619446721514,3144427.969065624,168100.0,1.0,0.0,0.002439024384295,1,perturbation,263.0
Gelatin Methacrylated [10 wt%] ,732.3361656705579,25.718352724408323,8.520041307322058,NIH 3T3 Fibroblasts (0.5),208.4858194354025,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.0,0,1,0.0002908604177787744,326.93020316646164,2517818.1804352053,352800.0,0.0,1.0,0.004761904739229,1,perturbation,681.0
Gelatin Methacrylated [5 wt%] ,91.75322210917521,21.965306838961407,17.92773547095479,Human Dermal Fibroblasts (5),238.65075585763464,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.0008019382808807476,600.9696318885159,114414.17610620745,882000.0,0.0,0.0,0.004761904739229,1,perturbation,422.0
Gelatin [5 wt%] Cellulose [2 wt%] Alginate [2 wt%] ,189.5949226207897,25.390340245128428,10.865284154569018,,254.9275579096333,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,9.0,0,1,0.0005545804315478727,340.96847194105305,341870.3040446522,676000.0,0.0,0.0,0.0038461538313609,1,perturbation,498.0
PCL [100 wt%] ,599.9922072941366,107.94460591075234,1.3918515790651722,,307.0925704206304,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.00010309116013316166,36.2588115961153,5819959.602351344,134540.0,1.0,0.0,0.003225806441207,1,perturbation,290.0
Gelatin [20 wt%] Alginate [1.25 wt%] ,344.7333081187155,25.888945262136186,2.9727246018409152,,411.969304669205,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,21.25,0,1,0.0003962545624031533,57.72710655634645,869977.2087186029,504300.0,0.0,0.0,0.002439024384295,1,perturbation,168.0
Gelatin [10 wt%] Transglutaminase [5 wt%] ,10.0,42.264489698564034,14.3660368428239,,203.4066978273373,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.0004668284935898039,565.0170874157917,21421.09728993869,705600.0,1.0,0.0,0.004761904739229,1,perturbation,559.0
Gelatin Methacrylated [15 wt%] ,70.12164011112672,25.844497235083246,14.219141241151782,,210.0008240469406,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.000492498880181744,541.6792965807041,142378.9993314317,596771.3429999996,0.0,0.0,0.004761904739229,1,perturbation,461.0
Alginate Sulfate [1 wt%] Nanocellulose [1.36 wt%] ,10.0,24.892864995419295,14.423760795771097,Primary Bovine Chondrocytes (6),278.96913854929096,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.3600000000000003,0,1,0.0008816185417557777,413.6302439466694,11342.761277823574,938682.7839999998,0.0,0.0,0.0038461538313609,1,perturbation,607.0
Alginate [2 wt%] ,11.761193483869537,36.556400853460765,17.3894185293092,NIH 3T3 Fibroblasts GFP (5),220.00000000000003,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.0,0,1,0.0006610286809726998,632.3423407496217,17792.23206220186,697400.4,0.0,0.0,0.004999999975,1,perturbation,555.0
Gelatin Methacrylated [10 wt%] Gellan Gum [0.2 wt%] ,179.805861791248,24.87666417998761,1.7114327954032946,,205.71041185125137,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.2,0,1,5.6880352435126226e-05,66.55695370420125,3161068.6823299155,73647.0,0.0,0.0,0.004761904739229,1,perturbation,352.0
Alginate [1.3 wt%] Gelatin [4.1 wt%] Glycerol [10 %] ,37.062545155071895,20.519543247534756,1.9644332582691362,Human Mesenchymal Stem Cells (5),211.89283480825077,1,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.4,0,1,6.927231508409132e-05,74.16702822395212,535019.077838002,88200.0,0.0,0.0,0.004761904739229,1,perturbation,239.0
Polyvinyl Alcohol [18 wt%] ,102.20297937217737,22.78941023041975,8.103876884315843,,521.6087305853417,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,18.0,0,0,0.0017316990540951363,124.29050763487663,59018.86942284668,2080800.0,0.0,0.0,0.0019607843098808,1,perturbation,802.0
PCL [50 wt%] PLGA [50 wt%] ,644.9334564947127,128.91166764292558,1.789630550853787,,213.27973062158193,0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,6.393702630285282e-05,67.12799480386587,10086852.750816561,73514.7,1.0,1.0,0.004761904739229,1,perturbation,282.0
Methylcellulose [10 wt%] ,170.16140691943596,27.300057649682852,9.755320682165063,,421.3130241611557,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,10.0,0,0,0.0013600071803127323,185.2365303809556,125117.92898209447,1600000.0,0.0,0.0,0.00249999999375,1,perturbation,448.0
Pluronic F127 [30 wt%] Glyburide [100 mg/ml] ,56.603419908936274,25.355066810987925,8.44492089918978,,380.10155620959426,0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,130.0,0,0,0.0009582630950675229,177.74029849935104,59068.70579863246,1344800.0,0.0,0.0,0.002439024384295,1,perturbation,581.0
Levetiracetam [23.4 wt%] Polyvinyl acetate / Polyvinyl Pyrrolidone [20.9 wt%] Silicon dioxide [10 wt%] Hydroxypropyl Methylcellulose [10 wt%] ,225.04137701250667,26.635251038308397,25.0,,369.12835725013167,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Other,64.3,0,0,0.0026753752797263764,541.816920715403,84115.78540104376,4000000.0,0.0,0.0,0.00249999999375,1,perturbation,764.0
Polypropylene fumarate (PPF) [82 wt%] Diethyl fumarate (DEF) [14 wt%] Hydroxyapatite [2.5 wt%] ,40.49949223960467,60.91882837742642,5.612118439035169,,600.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,98.5,0,0,0.0015867891053233834,74.828244971633,25522.904449515074,4057200.0,1.0,0.0,0.0011904761890589,1,perturbation,65.0
Alginate [5 wt%] Chitosan Carboxymethyl [5 wt%] Agarose [1.5 wt%] ,139.86222094484404,15.0,23.75,Human Neural Stem Cells (5),220.00000000000003,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,11.5,0,1,0.000902815188825367,863.6361570969742,154917.71489699968,1118600.0,0.0,0.0,0.004999999975,1,perturbation,326.0
Alginate [5 wt%] Xanthan Gum [6 wt%] Carboxylated Cellulose [55 wt%] ,46.21542917169672,24.344427771561868,0.9064643179423265,,259.019844883276,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,66.0,0,1,4.7764657998451114e-05,27.996748605025136,967545.1173141033,67600.0,0.0,0.0,0.0038461538313609,1,perturbation,455.0
Gelatin [10 wt%] Alginate [2 wt%] ,104.59517394333622,36.63936125578743,2.0034120741363037,NIH 3T3 Fibroblasts (5),243.6650946674596,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,12.0,0,1,9.342149416477517e-05,65.77591178519613,1119593.0367568124,110450.0,0.0,0.0,0.0042553191308284,1,perturbation,476.0
PCL [100 wt%] ,598.3620772836205,134.2459226916388,2.5310294315624056,,293.5304780599114,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.00017127480448794546,68.98170693402139,3493558.702424508,232562.5,1.0,0.0,0.0032786885138403,1,perturbation,284.0
PLGA [100 wt%] ,756.9999999999993,89.87830940164987,1.374540796900396,,401.5980094543628,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.0001741127675826852,27.38142541546904,4347732.005974234,240000.0,1.0,0.0,0.00249999999375,1,perturbation,30.0
Calcium Phosphate Cement [100 wt%] ,153.59498604520695,25.53039635261356,9.516960826141517,,402.3356145227208,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.0012099435774000807,189.23426334643216,126943.81950556004,1600000.0,0.0,0.0,0.00249999999375,1,perturbation,447.0
Gelatin Methacrylated [10 wt%] ,46.67766570514197,24.84221967352613,10.035527036974862,HEPG2 Liver Cells (1.5),214.56449179764704,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.0,0,1,0.00036286557721275137,374.1727949796452,128635.89163731248,441000.0,0.0,0.0,0.004761904739229,1,perturbation,213.0
Ulvan Methacrylated [4 wt%] Gelatin Methacrylated [2 wt%] Gelatin [3.6 wt%] ,361.0453500049173,25.532755516334188,7.573989934184751,Human Dermal Fibroblasts (1),205.7202192504505,1,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,9.6,0,1,0.0002517494683010794,294.5354713882613,1434139.7354348805,352800.0,0.0,0.0,0.004761904739229,1,perturbation,692.0
Polypropylene fumarate (PPF) [88 wt%] Diethyl fumarate (DEF) [10 wt%] PLGA [2 wt%] ,10.0,80.85362106734695,2.3684315026834653,,420.4421285032734,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,1,0,0.0003288237383791836,45.065539554106756,30411.337204406194,386630.0,1.0,0.0,0.002439024384295,1,perturbation,713.0
Alginate [3 wt%] Acrylamide [wt%] ,28.888924607808317,24.215171631270245,12.670069668161927,,254.2801667259661,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.0,0,1,0.0006434189673414127,398.6175679817968,44899.01786414288,857627.6799999998,0.0,0.0,0.0038461538313609,1,perturbation,579.0
